{'SQL:  select count(*) from singer\n', 'Question 1:  How many singers do we have ? ||| concert_singer\n'}
{'SQL:  select name from teacher where hometown != "little lever urban district"\n', "Question 388:  List the name of teachers whose hometown is not `` Little Lever Urban District '' . ||| course_teach\n"}
{"Question 389:  What are the names of the teachers whose hometown is not `` Little Lever Urban District '' ? ||| course_teach\n", 'SQL:  select name from teacher where hometown != "little lever urban district"\n'}
{'Question 390:  Show the name of teachers aged either 32 or 33 ? ||| course_teach\n', 'SQL:  select name from teacher where age  =  32 or age  =  33\n'}
{'SQL:  select name from teacher where age  =  32 or age  =  33\n', 'Question 391:  What are the names of the teachers who are aged either 32 or 33 ? ||| course_teach\n'}
{'Question 392:  What is the hometown of the youngest teacher ? ||| course_teach\n', 'SQL:  select hometown from teacher order by age asc limit 1\n'}
{'Question 393:  Where is the youngest teacher from ? ||| course_teach\n', 'SQL:  select hometown from teacher order by age asc limit 1\n'}
{'SQL:  select hometown ,  count(*) from teacher group by hometown\n', 'Question 394:  Show different hometown of teachers and the number of teachers from each hometown . ||| course_teach\n'}
{'Question 395:  For each hometown , how many teachers are there ? ||| course_teach\n', 'SQL:  select hometown ,  count(*) from teacher group by hometown\n'}
{'Question 396:  List the most common hometown of teachers . ||| course_teach\n', 'SQL:  select hometown from teacher group by hometown order by count(*) desc limit 1\n'}
{'Question 397:  What is the most commmon hometowns for teachers ? ||| course_teach\n', 'SQL:  select hometown from teacher group by hometown order by count(*) desc limit 1\n'}
{'SQL:  select hometown from teacher group by hometown having count(*)  >=  2\n', 'Question 398:  Show the hometowns shared by at least two teachers . ||| course_teach\n'}
{'Question 399:  What are the towns from which at least two teachers come from ? ||| course_teach\n', 'SQL:  select hometown from teacher group by hometown having count(*)  >=  2\n'}
{'Question 400:  Show names of teachers and the courses they are arranged to teach . ||| course_teach\n', 'SQL:  select t3.name ,  t2.course from course_arrange as t1 join course as t2 on t1.course_id  =  t2.course_id join teacher as t3 on t1.teacher_id  =  t3.teacher_id\n'}
{'SQL:  select t3.name ,  t2.course from course_arrange as t1 join course as t2 on t1.course_id  =  t2.course_id join teacher as t3 on t1.teacher_id  =  t3.teacher_id\n', 'Question 401:  What is the name of each teacher and what course they teach ? ||| course_teach\n'}
{'SQL:  select t3.name ,  t2.course from course_arrange as t1 join course as t2 on t1.course_id  =  t2.course_id join teacher as t3 on t1.teacher_id  =  t3.teacher_id order by t3.name\n', "Question 402:  Show names of teachers and the courses they are arranged to teach in ascending alphabetical order of the teacher 's name . ||| course_teach\n"}
{'SQL:  select t3.name ,  t2.course from course_arrange as t1 join course as t2 on t1.course_id  =  t2.course_id join teacher as t3 on t1.teacher_id  =  t3.teacher_id order by t3.name\n', 'Question 403:  What are the names of the teachers and the courses they teach in ascending alphabetical order by the name of the teacher ? ||| course_teach\n'}
{'Question 404:  Show the name of the teacher for the math course . ||| course_teach\n', 'SQL:  select t3.name from course_arrange as t1 join course as t2 on t1.course_id  =  t2.course_id join teacher as t3 on t1.teacher_id  =  t3.teacher_id where t2.course  =  "math"\n'}
{'Question 405:  What are the names of the people who teach math courses ? ||| course_teach\n', 'SQL:  select t3.name from course_arrange as t1 join course as t2 on t1.course_id  =  t2.course_id join teacher as t3 on t1.teacher_id  =  t3.teacher_id where t2.course  =  "math"\n'}
{'Question 406:  Show names of teachers and the number of courses they teach . ||| course_teach\n', 'SQL:  select t2.name ,  count(*) from course_arrange as t1 join teacher as t2 on t1.teacher_id  =  t2.teacher_id group by t2.name\n'}
{'SQL:  select t2.name ,  count(*) from course_arrange as t1 join teacher as t2 on t1.teacher_id  =  t2.teacher_id group by t2.name\n', 'Question 407:  What are the names of the teachers and how many courses do they teach ? ||| course_teach\n'}
{'Question 408:  Show names of teachers that teach at least two courses . ||| course_teach\n', 'SQL:  select t2.name from course_arrange as t1 join teacher as t2 on t1.teacher_id  =  t2.teacher_id group by t2.name having count(*)  >=  2\n'}
{'Question 409:  What are the names of the teachers who teach at least two courses ? ||| course_teach\n', 'SQL:  select t2.name from course_arrange as t1 join teacher as t2 on t1.teacher_id  =  t2.teacher_id group by t2.name having count(*)  >=  2\n'}
{'Question 410:  List the names of teachers who have not been arranged to teach courses . ||| course_teach\n', 'SQL:  select name from teacher where teacher_id not in (select teacher_id from course_arrange)\n'}
{'Question 411:  What are the names of the teachers whose courses have not been arranged ? ||| course_teach\n', 'SQL:  select name from teacher where teacher_id not in (select teacher_id from course_arrange)\n'}
{'SQL:  select count(*) from visitor where age  <  30\n', 'Question 412:  How many visitors below age 30 are there ? ||| museum_visit\n'}
{'Question 413:  Find the names of the visitors whose membership level is higher than 4 , and order the results by the level from high to low . ||| museum_visit\n', 'SQL:  select name from visitor where level_of_membership  >  4 order by level_of_membership desc\n'}
{'SQL:  select avg(age) from visitor where level_of_membership  <=  4\n', 'Question 414:  What is the average age of the visitors whose membership level is not higher than 4 ? ||| museum_visit\n'}
{'Question 415:  Find the name and membership level of the visitors whose membership level is higher than 4 , and sort by their age from old to young . ||| museum_visit\n', 'SQL:  select name ,  level_of_membership from visitor where level_of_membership  >  4 order by age desc\n'}
{'SQL:  select museum_id ,  name from museum order by num_of_staff desc limit 1\n', 'Question 416:  Find the id and name of the museum that has the most staff members ? ||| museum_visit\n'}
{'Question 417:  Find the average number of staff working for the museums that were open before 2009 . ||| museum_visit\n', 'SQL:  select avg(num_of_staff) from museum where open_year  <  2009\n'}
{"SQL:  select num_of_staff ,  open_year from museum where name  =  'plaza museum'\n", 'Question 418:  What are the opening year and staff number of the museum named Plaza Museum ? ||| museum_visit\n'}
{'SQL:  select name from museum where num_of_staff  >  (select min(num_of_staff) from museum where open_year  >  2010)\n', 'Question 419:  find the names of museums which have more staff than the minimum staff number of all museums opened after 2010 . ||| museum_visit\n'}
{'SQL:  select t1.id ,  t1.name ,  t1.age from visitor as t1 join visit as t2 on t1.id  =  t2.visitor_id group by t1.id having count(*)  >  1\n', 'Question 420:  find the id , name and age for visitors who visited some museums more than once . ||| museum_visit\n'}
{'SQL:  select t2.visitor_id ,  t1.name ,  t1.level_of_membership from visitor as t1 join visit as t2 on t1.id  =  t2.visitor_id group by t2.visitor_id order by sum(t2.total_spent) desc limit 1\n', 'Question 421:  What are the id , name and membership level of visitors who have spent the largest amount of money in total in all museum tickets ? ||| museum_visit\n'}
{'Question 422:  What are the id and name of the museum visited most times ? ||| museum_visit\n', 'SQL:  select t2.museum_id ,  t1.name from museum as t1 join visit as t2 on t1.museum_id  =  t2.museum_id group by t2.museum_id order by count(*) desc limit 1\n'}
{'SQL:  select name from museum where museum_id not in (select museum_id from visit)\n', 'Question 423:  What is the name of the museum that had no visitor yet ? ||| museum_visit\n'}
{'Question 424:  Find the name and age of the visitor who bought the most tickets at once . ||| museum_visit\n', 'SQL:  select t1.name ,  t1.age from visitor as t1 join visit as t2 on t1.id  =  t2.visitor_id order by t2.num_of_ticket desc limit 1\n'}
{'SQL:  select avg(num_of_ticket) ,  max(num_of_ticket) from visit\n', 'Question 425:  What are the average and maximum number of tickets bought in all visits ? ||| museum_visit\n'}
{'SQL:  select sum(t2.total_spent) from visitor as t1 join visit as t2 on t1.id  =  t2.visitor_id where t1.level_of_membership  =  1\n', 'Question 426:  What is the total ticket expense of the visitors whose membership level is 1 ? ||| museum_visit\n'}
{'Question 427:  What is the name of the visitor who visited both a museum opened before 2009 and a museum opened after 2011 ? ||| museum_visit\n', 'SQL:  select t1.name from visitor as t1 join visit as t2 on t1.id  =  t2.visitor_id join museum as t3 on t3.museum_id  =  t2.museum_id where t3.open_year  <  2009 intersect select t1.name from visitor as t1 join visit as t2 on t1.id  =  t2.visitor_id join museum as t3 on t3.museum_id  =  t2.museum_id where t3.open_year  >  2011\n'}
{'Question 428:  Find the number of visitors who did not visit any museum opened after 2010 . ||| museum_visit\n', 'SQL:  select count(*) from visitor where id not in (select t2.visitor_id from museum as t1 join visit as t2 on t1.museum_id  =  t2.museum_id where t1.open_year  >  2010)\n'}
{'SQL:  select count(*) from museum where open_year  >  2013 or open_year  <  2008\n', 'Question 429:  How many museums were opened after 2013 or before 2008 ? ||| museum_visit\n'}
{'SQL:  select count(*) from players\n', 'Question 430:  Find the total number of players . ||| wta_1\n'}
{'Question 431:  How many players are there ? ||| wta_1\n', 'SQL:  select count(*) from players\n'}
{'SQL:  select count(*) from matches\n', 'Question 432:  Find the total number of matches . ||| wta_1\n'}
{'SQL:  select count(*) from matches\n', 'Question 433:  Count the number of matches . ||| wta_1\n'}
{"SQL:  select first_name ,  birth_date from players where country_code  =  'usa'\n", 'Question 434:  List the first name and birth date of all players from the country with code USA . ||| wta_1\n'}
{"SQL:  select first_name ,  birth_date from players where country_code  =  'usa'\n", 'Question 435:  What are the first names and birth dates of players from the USA ? ||| wta_1\n'}
{'SQL:  select avg(loser_age) ,  avg(winner_age) from matches\n', 'Question 436:  Find the average age of losers and winners of all matches . ||| wta_1\n'}
{'SQL:  select avg(loser_age) ,  avg(winner_age) from matches\n', 'Question 437:  What are the average ages of losers and winners across matches ? ||| wta_1\n'}
